"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","23","1","1","9.478409","0","169"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","23","1","1","9.565159","0","214"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","23","1","1","9.470064","0","245"
"/Game/FirstPerson/Maps/Level8/M_Maze.M_Maze","49","4","4","1","1.379922","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","4","1","1","0.850512","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","4","4","1","1.072039","0","7"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","44","1","1","11.409265","0","450"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","23","1","1","9.185832","0","166"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","23","1","1","9.918686","0","126"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","23","1","1","9.448746","0","189"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","23","1","1","9.460526","0","196"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","12","1","1","4.513158","0","46"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","23","1","1","9.571543","0","114"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","49","23","1","1","9.159908","0","186"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","12","1","1","0.000000","0","46"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","8","2","2","2.685141","0","23"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","20","1","1","9.930158","0","169"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","1","1","1.487015","0","13"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","49","35","1","1","5.010475","0","341"
"/Voxel/ToolMaterials/ToolRenderingMaterial_Surface.ToolRenderingMaterial_Surface","49","8","1","1","3.125977","0","36"
"/Voxel/ToolMaterials/ToolRenderingMaterial.ToolRenderingMaterial","49","3","1","1","1.505590","0","8"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","10","1","1","4.611838","0","47"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","68","1","1","56.998692","0","1025"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","58","1","1","19.647652","0","1078"
"/Voxel/ToolMaterials/ViewportPlaneMaterial.ViewportPlaneMaterial","49","19","1","1","9.155303","0","171"
"/Voxel/Examples/Materials/RGB/M_VoxelMaterial_Colors_Parameter.M_VoxelMaterial_Colors_Parameter","49","31","1","1","11.259828","0","298"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","69","4","3","35.196472","0","559"
"/Voxel/Preview/M_PreviewMaterial.M_PreviewMaterial","49","17","1","1","7.192859","0","127"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","56","2","2","29.333651","0","518"
"/Game/Portals/M_portal.M_portal","49","16","1","1","5.456045","0","127"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","23","5","1","9.864054","0","134"
"/Interchange/gltf/M_Unlit.M_Unlit","49","65","7","6","22.775820","0","474"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","1","1","32.170357","0","769"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","1","1","47.961590","0","2033"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","139","6","6","72.976372","0","1312"
"/Interchange/gltf/M_Transmission.M_Transmission","49","50","2","2","118.801277","0","420"
"/Interchange/gltf/M_Sheen.M_Sheen","49","139","8","6","88.014290","0","1422"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","139","7","6","86.594131","0","1290"
"/Interchange/gltf/M_Default.M_Default","49","139","14","6","75.201233","0","1035"
